"","sys_sample_code","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date","no_chemistry","why_no_chemistry","LAKE","purpose"
"1334","2009eag0s21","Arsenic","2020-07-01","7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1335","2009eag0s21","Calcium","2020-07-01","7440-70-2","T",4090,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1336","2009eag0s21","Carbon, Dissolved Organic (DOC)","2020-07-01","DOC","D",3.2,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1337","2009eag0s21","CHLORIDE (AS CL)","2020-07-01","16887-00-6","T",24.5,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1338","2009eag0s21","Chlorophyll A","2020-07-01","479-61-8","T",0.652,"ug/l",NA,"ug/l",0.04,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1339","2009eag0s21","Color, True","2020-07-01","COLOR","T",16,"color unit",NA,"color unit",5,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1340","2009eag0s21","HARDNESS (AS CACO3)","2020-07-01","HARD","T",12.6,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1341","2009eag0s21","Iron","2020-07-01","7439-89-6","T",24,"ug/l",20,"ug/l",100,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"0903EAG0306",NA
"1342","2009eag0s21","Manganese","2020-07-01","7439-96-5","T",9.3,"ug/l",1.7,"ug/l",10,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"0903EAG0306",NA
"1343","2009eag0s21","Nitrate+Nitrite as Nitrogen","2020-07-01","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1344","2009eag0s21","Nitrogen, ammonia (As N)","2020-07-01","7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1345","2009eag0s21","NITROGEN, KJELDAHL, TOTAL","2020-07-01","KN","T",0.54,"mg/l",0.1,"mg/l",0.1,NA,"T","","2020-12-09",NA,NA,"0903EAG0306",NA
"1346","2009eag0s21","pH of Color Analysis","2020-07-01","PHCOLOR","T",6.68,"pH units",NA,"pH units",1,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1347","2009eag0s21","PHOSPHORUS, DISSOLVED (AS P)","2020-07-01","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1348","2009eag0s21","PHOSPHORUS, TOTAL (AS P)","2020-07-01","7723-14-0","T",0.0053,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1349","2009eag0s21","SULFATE (AS SO4)","2020-07-01","14808-79-8","T",NA,"mg/l",0.4,"mg/l",2,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1350","2009eag0s21","TOTAL ORGANIC CARBON","2020-07-01","TOC","T",3.5,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1351","2009eag0s22","ALKALINITY, TOTAL (AS CaCO3)","2020-07-01","ALK","T",8.4,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1352","2009eag0s22","Arsenic","2020-07-01","7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1353","2009eag0s22","Calcium","2020-07-01","7440-70-2","T",3970,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1354","2009eag0s22","Carbon, Dissolved Organic (DOC)","2020-07-01","DOC","D",3.6,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1355","2009eag0s22","CHLORIDE (AS CL)","2020-07-01","16887-00-6","T",24.1,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1356","2009eag0s22","Color, True","2020-07-01","COLOR","T",25,"color unit",NA,"color unit",5,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1357","2009eag0s22","HARDNESS (AS CACO3)","2020-07-01","HARD","T",12.4,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1358","2009eag0s22","Iron","2020-07-01","7439-89-6","T",38.2,"ug/l",20,"ug/l",100,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"0903EAG0306",NA
"1359","2009eag0s22","Manganese","2020-07-01","7439-96-5","T",14.1,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1360","2009eag0s22","Nitrate+Nitrite as Nitrogen","2020-07-01","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1361","2009eag0s22","Nitrogen, ammonia (As N)","2020-07-01","7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1362","2009eag0s22","NITROGEN, KJELDAHL, TOTAL","2020-07-01","KN","T",0.42,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1363","2009eag0s22","pH of Color Analysis","2020-07-01","PHCOLOR","T",6.54,"pH units",NA,"pH units",1,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1364","2009eag0s22","PHOSPHORUS, DISSOLVED (AS P)","2020-07-01","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1365","2009eag0s22","PHOSPHORUS, TOTAL (AS P)","2020-07-01","7723-14-0","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1366","2009eag0s22","SULFATE (AS SO4)","2020-07-01","14808-79-8","T",2.1,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1367","2009eag0s22","TOTAL ORGANIC CARBON","2020-07-01","TOC","T",3.6,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1368","2009eag0s31","ALKALINITY, TOTAL (AS CaCO3)","2020-07-14","ALK","T",7.2,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1369","2009eag0s31","Arsenic","2020-07-14","7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1370","2009eag0s31","Calcium","2020-07-14","7440-70-2","T",4200,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1371","2009eag0s31","Carbon, Dissolved Organic (DOC)","2020-07-14","DOC","D",3,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1372","2009eag0s31","CHLORIDE (AS CL)","2020-07-14","16887-00-6","T",25,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1373","2009eag0s31","Chlorophyll A","2020-07-14","479-61-8","T",0.605,"ug/l",NA,"ug/l",0.04,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1374","2009eag0s31","Color, True","2020-07-14","COLOR","T",15,"color unit",NA,"color unit",5,NA,"R","Equipment Blank error","2020-12-09",NA,NA,"0903EAG0306",NA
"1375","2009eag0s31","HARDNESS (AS CACO3)","2020-07-14","HARD","T",12.9,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1376","2009eag0s31","Iron","2020-07-14","7439-89-6","T",NA,"ug/l",20,"ug/l",100,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1377","2009eag0s31","Manganese","2020-07-14","7439-96-5","T",9.3,"ug/l",1.7,"ug/l",10,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"0903EAG0306",NA
"1378","2009eag0s31","Nitrate+Nitrite as Nitrogen","2020-07-14","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1379","2009eag0s31","Nitrogen, ammonia (As N)","2020-07-14","7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1380","2009eag0s31","NITROGEN, KJELDAHL, TOTAL","2020-07-14","KN","T",0.16,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1381","2009eag0s31","pH of Color Analysis","2020-07-14","PHCOLOR","T",7.11,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1382","2009eag0s31","PHOSPHORUS, DISSOLVED (AS P)","2020-07-14","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1383","2009eag0s31","PHOSPHORUS, TOTAL (AS P)","2020-07-14","7723-14-0","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1384","2009eag0s31","SULFATE (AS SO4)","2020-07-14","14808-79-8","T",2.2,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1385","2009eag0s31","TOTAL ORGANIC CARBON","2020-07-14","TOC","T",3.1,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1386","2009eag0s32","ALKALINITY, TOTAL (AS CaCO3)","2020-07-14","ALK","T",8.4,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1387","2009eag0s32","Arsenic","2020-07-14","7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1388","2009eag0s32","Calcium","2020-07-14","7440-70-2","T",4140,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1389","2009eag0s32","Carbon, Dissolved Organic (DOC)","2020-07-14","DOC","D",3.5,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1390","2009eag0s32","CHLORIDE (AS CL)","2020-07-14","16887-00-6","T",24.1,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1391","2009eag0s32","Color, True","2020-07-14","COLOR","T",23,"color unit",NA,"color unit",5,NA,"R","Equipment Blank error","2020-12-09",NA,NA,"0903EAG0306",NA
"1392","2009eag0s32","HARDNESS (AS CACO3)","2020-07-14","HARD","T",12.9,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1393","2009eag0s32","Iron","2020-07-14","7439-89-6","T",37.8,"ug/l",20,"ug/l",100,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"0903EAG0306",NA
"1394","2009eag0s32","Manganese","2020-07-14","7439-96-5","T",13.6,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1395","2009eag0s32","Nitrate+Nitrite as Nitrogen","2020-07-14","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1396","2009eag0s32","Nitrogen, ammonia (As N)","2020-07-14","7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1397","2009eag0s32","NITROGEN, KJELDAHL, TOTAL","2020-07-14","KN","T",0.21,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1398","2009eag0s32","pH of Color Analysis","2020-07-14","PHCOLOR","T",6.85,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1399","2009eag0s32","PHOSPHORUS, DISSOLVED (AS P)","2020-07-14","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1400","2009eag0s32","PHOSPHORUS, TOTAL (AS P)","2020-07-14","7723-14-0","T",0.0058,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1401","2009eag0s32","SULFATE (AS SO4)","2020-07-14","14808-79-8","T",3,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1402","2009eag0s32","TOTAL ORGANIC CARBON","2020-07-14","TOC","T",3.5,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1403","2009eag0s41","ALKALINITY, TOTAL (AS CaCO3)","2020-08-10","ALK","T",8,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1404","2009eag0s41","Arsenic","2020-08-10","7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1405","2009eag0s41","Calcium","2020-08-10","7440-70-2","T",4260,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1406","2009eag0s41","Carbon, Dissolved Organic (DOC)","2020-08-10","DOC","D",3.1,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1407","2009eag0s41","CHLORIDE (AS CL)","2020-08-10","16887-00-6","T",25.4,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1408","2009eag0s41","Chlorophyll A","2020-08-10","479-61-8","T",0.689,"ug/l",NA,"ug/l",0.04,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1409","2009eag0s41","Color, True","2020-08-10","COLOR","T",11,"color unit",NA,"color unit",5,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1410","2009eag0s41","HARDNESS (AS CACO3)","2020-08-10","HARD","T",13.1,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1411","2009eag0s41","Iron","2020-08-10","7439-89-6","T",25.5,"ug/l",20,"ug/l",100,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"0903EAG0306",NA
"1412","2009eag0s41","Manganese","2020-08-10","7439-96-5","T",13.1,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1413","2009eag0s41","Nitrate+Nitrite as Nitrogen","2020-08-10","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1414","2009eag0s41","Nitrogen, ammonia (As N)","2020-08-10","7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1415","2009eag0s41","NITROGEN, KJELDAHL, TOTAL","2020-08-10","KN","T",0.17,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1416","2009eag0s41","pH of Color Analysis","2020-08-10","PHCOLOR","T",6.85,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1417","2009eag0s41","PHOSPHORUS, DISSOLVED (AS P)","2020-08-10","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1418","2009eag0s41","PHOSPHORUS, TOTAL (AS P)","2020-08-10","7723-14-0","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1419","2009eag0s41","SULFATE (AS SO4)","2020-08-10","14808-79-8","T",3.2,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1420","2009eag0s41","TOTAL ORGANIC CARBON","2020-08-10","TOC","T",3.1,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1421","2009eag0s42","ALKALINITY, TOTAL (AS CaCO3)","2020-08-10","ALK","T",9.6,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1422","2009eag0s42","Arsenic","2020-08-10","7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1423","2009eag0s42","Calcium","2020-08-10","7440-70-2","T",4250,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1424","2009eag0s42","Carbon, Dissolved Organic (DOC)","2020-08-10","DOC","D",3.2,"mg/l",0.5,"mg/l",1,NA,"R","Result should be less than the total","2020-12-09",NA,NA,"0903EAG0306",NA
"1425","2009eag0s42","CHLORIDE (AS CL)","2020-08-10","16887-00-6","T",25.7,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1426","2009eag0s42","Color, True","2020-08-10","COLOR","T",10,"color unit",NA,"color unit",5,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1427","2009eag0s42","HARDNESS (AS CACO3)","2020-08-10","HARD","T",13.1,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1428","2009eag0s42","Iron","2020-08-10","7439-89-6","T",24.4,"ug/l",20,"ug/l",100,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"0903EAG0306",NA
"1429","2009eag0s42","Manganese","2020-08-10","7439-96-5","T",13.2,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1430","2009eag0s42","Nitrate+Nitrite as Nitrogen","2020-08-10","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1431","2009eag0s42","Nitrogen, ammonia (As N)","2020-08-10","7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1432","2009eag0s42","NITROGEN, KJELDAHL, TOTAL","2020-08-10","KN","T",NA,"mg/l",0.1,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1433","2009eag0s42","pH of Color Analysis","2020-08-10","PHCOLOR","T",6.94,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1434","2009eag0s42","PHOSPHORUS, DISSOLVED (AS P)","2020-08-10","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1435","2009eag0s42","PHOSPHORUS, TOTAL (AS P)","2020-08-10","7723-14-0","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1436","2009eag0s42","SULFATE (AS SO4)","2020-08-10","14808-79-8","T",3.1,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1437","2009eag0s42","TOTAL ORGANIC CARBON","2020-08-10","TOC","T",3.1,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1438","2009eag0s51","ALKALINITY, TOTAL (AS CaCO3)","2020-09-20","ALK","T",8.4,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1439","2009eag0s51","Arsenic","2020-09-20","7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1440","2009eag0s51","Calcium","2020-09-20","7440-70-2","T",4160,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1441","2009eag0s51","Carbon, Dissolved Organic (DOC)","2020-09-20","DOC","D",3.2,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1442","2009eag0s51","CHLORIDE (AS CL)","2020-09-20","16887-00-6","T",27.3,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1443","2009eag0s51","Chlorophyll A","2020-09-20","479-61-8","T",1.1,"ug/l",NA,"ug/l",0.08,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1444","2009eag0s51","Color, True","2020-09-20","COLOR","T",15,"color unit",NA,"color unit",5,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1445","2009eag0s51","HARDNESS (AS CACO3)","2020-09-20","HARD","T",12.9,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1446","2009eag0s51","Iron","2020-09-20","7439-89-6","T",62.9,"ug/l",20,"ug/l",100,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"0903EAG0306",NA
"1447","2009eag0s51","Manganese","2020-09-20","7439-96-5","T",16.7,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1448","2009eag0s51","Nitrate+Nitrite as Nitrogen","2020-09-20","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1449","2009eag0s51","Nitrogen, ammonia (As N)","2020-09-20","7664-41-7","T",0.012,"mg/l",0.003,"mg/l",0.01,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1450","2009eag0s51","NITROGEN, KJELDAHL, TOTAL","2020-09-20","KN","T",0.2,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1451","2009eag0s51","pH of Color Analysis","2020-09-20","PHCOLOR","T",6.95,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1452","2009eag0s51","PHOSPHORUS, DISSOLVED (AS P)","2020-09-20","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1453","2009eag0s51","PHOSPHORUS, TOTAL (AS P)","2020-09-20","7723-14-0","T",0.0052,"mg/l",0.0036,"mg/l",0.005,NA,"R","Accuracy error","2020-12-09",NA,NA,"0903EAG0306",NA
"1454","2009eag0s51","SULFATE (AS SO4)","2020-09-20","14808-79-8","T",2.2,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1455","2009eag0s51","TOTAL ORGANIC CARBON","2020-09-20","TOC","T",3.3,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1456","2009eag0s52","ALKALINITY, TOTAL (AS CaCO3)","2020-09-20","ALK","T",9.6,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1457","2009eag0s52","Arsenic","2020-09-20","7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1458","2009eag0s52","Calcium","2020-09-20","7440-70-2","T",4150,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1459","2009eag0s52","Carbon, Dissolved Organic (DOC)","2020-09-20","DOC","D",3.3,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1460","2009eag0s52","CHLORIDE (AS CL)","2020-09-20","16887-00-6","T",27.3,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1461","2009eag0s52","Color, True","2020-09-20","COLOR","T",15,"color unit",NA,"color unit",5,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1462","2009eag0s52","HARDNESS (AS CACO3)","2020-09-20","HARD","T",12.9,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1463","2009eag0s52","Iron","2020-09-20","7439-89-6","T",61.9,"ug/l",20,"ug/l",100,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"0903EAG0306",NA
"1464","2009eag0s52","Manganese","2020-09-20","7439-96-5","T",17,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1465","2009eag0s52","Nitrate+Nitrite as Nitrogen","2020-09-20","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1466","2009eag0s52","Nitrogen, ammonia (As N)","2020-09-20","7664-41-7","T",0.013,"mg/l",0.003,"mg/l",0.01,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1467","2009eag0s52","NITROGEN, KJELDAHL, TOTAL","2020-09-20","KN","T",0.21,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1468","2009eag0s52","pH of Color Analysis","2020-09-20","PHCOLOR","T",6.96,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1469","2009eag0s52","PHOSPHORUS, DISSOLVED (AS P)","2020-09-20","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"0903EAG0306",NA
"1470","2009eag0s52","PHOSPHORUS, TOTAL (AS P)","2020-09-20","7723-14-0","T",0.0051,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1471","2009eag0s52","SULFATE (AS SO4)","2020-09-20","14808-79-8","T",2.1,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1472","2009eag0s52","TOTAL ORGANIC CARBON","2020-09-20","TOC","T",3.7,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"0903EAG0306",NA
"1473","2009eat0s31","ALKALINITY, TOTAL (AS CaCO3)","2020-07-16","ALK","T",5.2,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"0903EAT0248",NA
